objectId,inSize,totalTime,loadSchema,initGenerator,generation,genSuccess,valid
string1,81,356,121,138,97,true,false
existsName1,85,185,82,101,2,true,false
test,104,2048,105,133,1810,true,false
num0,150,118,StandardGenerationException,,,,
dep1,156,188,75,111,2,true,true
oneOf1,179,216,81,132,3,true,false
oneOf2,180,280,180,99,1,true,false
string2,180,245,63,97,85,true,false
key1,206,227,93,110,24,true,false
key2,226,258,137,120,1,true,true
dep2,229,181,88,91,2,true,true
test.NoType,248,160,66,93,1,true,true
oneOf3,250,157,58,99,0,true,false
dep3,254,174,62,111,1,true,false
pnmp10,257,189,104,85,0,true,false
pnmp1,257,218,136,82,0,true,false
key3,261,168,76,91,1,true,false
allOfPProp2,277,70,StandardGenerationException,,,,
oneOf10,284,223,75,147,1,true,false
oneOf8,291,177,StandardGenerationException,,,,
allOfPProp1,313,62,StandardGenerationException,,,,
oneOf5,317,257,100,157,0,true,false
num2,324,166,84,82,0,true,false
oneOf7,331,69,StandardGenerationException,,,,
oneOf6,332,80,StandardGenerationException,,,,
dep4,364,86,StandardGenerationException,,,,
dep5,364,83,StandardGenerationException,,,,
num1,365,215,StandardGenerationException,,,,
allOfPProp3,365,98,StandardGenerationException,,,,
pnmp2,368,177,82,94,1,true,false
key5,369,202,132,68,2,true,true
oneOf9,375,60,StandardGenerationException,,,,
num3,382,127,53,73,0,true,false
key8,403,160,70,89,1,true,false
arr1,404,63,StandardGenerationException,,,,
string3,409,259,102,73,84,true,false
key7,409,345,101,95,149,true,false
length,409,217,105,112,0,true,true
key6,416,244,123,120,1,true,true
allIt1,426,85,StandardGenerationException,,,,
oneOf4,432,161,78,82,1,true,false
pnmp3,439,161,70,90,0,true,false
key4,453,129,73,56,0,true,false
string4,455,158,68,90,0,true,false
dep7,456,62,StandardGenerationException,,,,
dep6,456,46,StandardGenerationException,,,,
key10,459,128,62,66,0,true,false
allOfPProp4,459,78,StandardGenerationException,,,,
allIt2,463,76,StandardGenerationException,,,,
pnmp8,466,67,StandardGenerationException,,,,
key9,473,167,56,111,0,true,false
pnmp9,500,82,StandardGenerationException,,,,
pnmp6,502,348,89,258,0,true,false
pp3,503,103,StandardGenerationException,,,,
string5,503,273,73,200,0,true,false
pnmp7,506,66,StandardGenerationException,,,,
dep8,508,100,StandardGenerationException,,,,
pnmp4,511,159,71,87,1,true,false
dep10,513,191,59,117,15,true,false
arr2,515,187,StandardGenerationException,,,,
num4,517,197,74,122,0,true,false
dep9,540,241,85,142,14,true,false
allOfPProp5,551,46,StandardGenerationException,,,,
pnmp5,551,261,106,155,0,true,false
allIt10,553,50,StandardGenerationException,,,,
allOfPProp6,560,88,StandardGenerationException,,,,
allIt9,589,79,StandardGenerationException,,,,
allIt6,621,92,StandardGenerationException,,,,
allIt8,654,73,StandardGenerationException,,,,
allOfPProp7,658,82,StandardGenerationException,,,,
allOfPProp8,671,66,StandardGenerationException,,,,
allOfPProp10,695,103,StandardGenerationException,,,,
pp2,697,55,StandardGenerationException,,,,
num5,700,52,StandardGenerationException,,,,
pp1,721,73,StandardGenerationException,,,,
allIt3,723,77,StandardGenerationException,,,,
allOfPProp9,735,101,StandardGenerationException,,,,
allIt4,756,66,StandardGenerationException,,,,
allIt7,810,76,StandardGenerationException,,,,
allIt5,835,99,StandardGenerationException,,,,
mod3011,1034,442,72,82,288,true,false
pp4,1108,94,StandardGenerationException,,,,
mod307,1197,48,StandardGenerationException,,,,
mod3010,1204,76,StandardGenerationException,,,,
mod302,1442,185,74,111,0,true,false
mod303,1529,145,60,85,0,true,false
mod305,1775,66,StandardGenerationException,,,,
mod308,1777,102,StandardGenerationException,,,,
mod309,1810,68,StandardGenerationException,,,,
mod306,1834,165,StandardGenerationException,,,,
mod301,1901,197,104,92,1,true,false
mod30,1901,172,66,106,0,true,false
