"objectId","inSize","outSize","totalTime","parsing","extractSchema","X2Full","X2Witness","notElim","merge1","groupize","separation","expansion","preparation","merge3","initGEnv","genWitness","genSuccess","noWitness","valid","X.iterations","cancelledAt","dateAndTime","timeout","git","machine"
"o27825",25,166,480,30,363,4,16,0,0,4,0,0,2,0,11,3,"True","False","True",2,NA,"15022022_174501",0,"1a61a291761b2fff014d1879ed260b5d6506b7e6","pcattouche"
"o67205",43,266,19,0,1,1,3,0,1,2,0,0,1,0,7,0,"True","False","True",2,NA,"",NA,"",""
"o27841",43,266,6,1,0,0,0,0,1,1,0,0,0,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o89637",60,348,5,0,0,0,0,0,0,2,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o27830",61,391,5,0,0,1,0,0,0,1,0,0,0,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o35505",66,166,57,0,0,0,1,0,0,0,0,0,42,1,7,6,"True","False","True",2,NA,"",NA,"",""
"o70252",77,64,3,0,0,0,0,0,0,0,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o31117",81,166,4,0,0,0,0,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o28265",88,166,3,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o24891",89,166,4,0,1,0,1,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o27834",96,649,18,0,1,0,9,0,0,2,0,0,0,0,3,0,"True","False","True",2,NA,"",NA,"",""
"o67689",100,166,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o63996",105,166,2,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o19978",106,166,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o44862",109,64,2,0,0,0,0,0,0,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o9292",109,632,49,0,1,1,4,0,7,2,3,0,1,1,19,1,"True","False","True",2,NA,"",NA,"",""
"o25175",112,166,4,0,0,0,1,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o48514",115,433,4,0,0,0,1,0,0,1,0,0,0,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o34210",121,309,15,0,1,7,2,0,0,1,0,0,0,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o63500",124,266,3,0,0,0,0,0,1,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o34208",130,371,43,0,1,14,23,0,2,1,1,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o45630",130,433,6,1,0,0,0,0,1,1,0,0,1,0,2,0,"True","False","True",2,NA,"",NA,"",""
"o13839",131,478,7,0,0,0,2,0,1,0,0,0,1,0,2,0,"True","False","True",2,NA,"",NA,"",""
"o41637",132,266,3,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o41627",132,266,4,0,0,0,0,0,0,1,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o79447",139,242,9,0,0,0,1,0,0,1,0,0,2,0,3,1,"True","False","True",2,NA,"",NA,"",""
"o63326",139,166,3,0,1,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83694",139,64,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o9908",141,232,27,0,0,1,6,0,1,0,0,1,13,3,1,1,"True","False","True",2,NA,"",NA,"",""
"o41673",144,169,3,0,1,0,0,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o25177",144,442,7,0,0,0,1,0,1,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o63994",147,433,4,0,0,0,0,0,0,0,1,1,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o48762",147,816,9,0,0,0,2,0,0,2,0,0,1,0,2,0,"True","False","True",2,NA,"",NA,"",""
"o71844",148,207,5,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o36645",149,845,8,0,0,0,1,0,0,0,1,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o44993",152,504,14,0,0,1,0,0,0,0,1,0,2,0,2,7,"True","False","True",2,NA,"",NA,"",""
"o45229",155,281,4,0,0,0,1,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o70564",160,211,3,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o25183",165,715,8,0,0,0,2,0,0,1,0,0,1,0,2,0,"True","False","True",2,NA,"",NA,"",""
"o44456",167,166,3,0,0,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o76869",167,489,6,0,0,0,1,0,0,1,0,0,1,0,2,0,"True","False","True",2,NA,"",NA,"",""
"o10082",169,799,9,0,1,0,0,0,0,1,1,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o25192",170,823,6,0,0,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o25189",170,825,11,0,1,0,1,0,1,0,1,0,2,0,2,0,"True","False","True",2,NA,"",NA,"",""
"o41609",170,362,13,1,0,6,4,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o82286",173,771,6,1,0,0,0,0,0,1,0,0,0,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o41665",173,238,3,0,0,1,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o41669",173,237,3,1,0,0,0,1,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o25195",173,886,5,0,0,0,1,0,0,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89088",173,495,3,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o25942",174,391,3,0,0,0,1,0,0,0,0,1,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o34211",176,640,5,0,0,1,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o47168",176,442,4,0,0,1,0,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o80334",176,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o90933",176,558,6,0,0,0,0,0,0,1,0,0,2,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o25159",178,486,4,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o77414",178,268,4,0,0,1,1,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o69753",180,166,2,0,1,0,0,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o10525",183,367,6,0,0,1,4,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o75593",184,196,3,1,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o41671",184,253,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o45213",185,478,4,0,0,0,1,0,1,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o41604",186,401,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o67198",187,918,8,0,0,0,1,0,0,1,1,0,1,0,1,2,"True","False","True",2,NA,"",NA,"",""
"o17123",191,433,3,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o44006",193,242,2,0,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o78729",193,771,5,0,0,0,1,0,0,1,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o9972",194,795,5,0,0,1,0,0,0,1,0,0,0,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o81745",195,745,7,1,0,0,1,0,0,1,0,0,0,1,2,0,"True","False","True",2,NA,"",NA,"",""
"o70292",195,368,5,0,0,0,3,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o26951",197,710,531,30,404,5,13,0,1,14,0,1,2,1,20,1,"True","False","True",2,NA,"15022022_185423",0,"1a61a291761b2fff014d1879ed260b5d6506b7e6","pcattouche"
"o88603",202,340,5,0,0,1,1,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o41662",202,370,3,0,0,0,1,0,0,1,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o45634",202,433,3,1,0,0,0,0,0,0,1,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o25166",203,486,3,0,0,0,0,0,0,1,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o70327",203,773,7,0,0,0,1,0,1,0,0,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o10021",206,954,6,0,0,1,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o25982",208,286,3,0,0,0,0,0,0,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o71845",209,591,7,0,0,2,1,0,0,1,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o17657",210,463,6,0,0,1,2,0,1,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o45633",211,166,2,0,0,0,0,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o34209",211,166,2,0,0,0,1,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o41667",212,273,2,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o53538",212,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o41664",212,273,2,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o58635",213,166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o67212",213,344,23,0,0,11,10,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89645",213,700,3,0,0,0,1,0,0,1,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o55684",217,592,4,0,0,0,0,0,0,0,0,1,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o60109",219,433,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o79654",219,878,6,0,0,0,1,0,0,1,1,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o58640",219,483,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o26952",220,710,10,0,1,0,1,0,1,2,0,0,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o89151",220,370,3,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o77740",221,621,6,1,0,0,0,0,0,1,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o67193",221,1361,6,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89680",221,640,4,0,0,0,0,0,0,0,0,1,0,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o41653",222,179,3,0,1,1,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o70294",223,468,6,0,0,2,2,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o21079",223,735,6,0,0,0,0,0,0,1,0,0,4,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o4366",223,531,4,0,0,1,0,0,0,0,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o17125",224,433,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o2060",224,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o57711",224,442,3,0,0,0,1,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89152",226,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o56764",227,166,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o24503",227,1989,10,0,0,0,2,0,1,2,0,0,1,1,2,1,"True","False","True",2,NA,"",NA,"",""
"o17675",228,872,5,0,0,0,1,0,0,1,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o12256",229,679,5,0,0,0,1,0,1,0,0,1,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o46560",229,177,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o13272",229,829,5,0,0,0,0,0,1,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o20469",233,242,2,0,0,0,0,0,1,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o19363",234,767,10,0,1,0,1,0,0,1,0,0,0,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o10089",235,780,8,0,0,0,2,0,1,0,1,1,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o41773",236,267,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o66685",237,1024,5,0,0,0,0,0,0,1,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o9790",237,977,51173,0,0,0,1,0,49835,0,1333,1,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o24474",238,433,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o73935",238,614,10,0,6,1,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89135",239,305,2,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o82288",240,196,2,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o6021",241,1398,6,1,0,0,1,0,0,1,0,1,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o83710",242,433,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o76651",243,1931,9,0,1,0,1,0,0,1,0,1,1,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o45635",243,577,3,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o27832",249,1072,5,0,0,0,1,0,0,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o41655",249,549,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o9273",252,706,4,1,0,0,0,0,0,0,0,1,0,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o68330",253,166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o69512",254,1439,4,0,0,0,0,0,0,1,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o82284",255,1202,5,0,0,1,0,0,0,0,1,0,0,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o48164",255,315,16,0,0,0,13,0,2,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o78127",255,512,3,1,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o25190",258,1380,5,0,0,0,1,0,0,1,1,1,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o25193",258,1378,5,0,0,0,1,0,1,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o48017",258,440,50,0,1,0,40,0,0,2,0,1,0,0,2,1,"True","False","True",2,NA,"",NA,"",""
"o6269",259,1299,9,0,0,1,2,0,1,1,1,1,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o88607",259,468,5,0,0,3,1,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o27031",260,412,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o21731",261,193,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o73407",263,706,3,0,0,1,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o72209",265,215,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o25196",266,1390,5,0,0,1,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o91001",267,908,4,0,1,0,0,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o25200",267,673,3,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o79439",267,785,4,0,0,0,1,0,0,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o69314",267,1214,5,0,0,0,1,0,0,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o48167",268,370,12,0,0,0,6,0,0,0,0,0,0,0,0,5,"True","False","True",2,NA,"",NA,"",""
"o84174",268,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o65482",268,798,3,1,0,0,0,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o76868",268,1285,3,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o55101",268,1085,3,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o27032",271,412,2,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o69507",272,1401,3,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o41593",272,594,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o63987",273,619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o77428",273,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o28266",273,1161,4,0,0,0,1,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o9941",274,1249,3,0,0,0,1,0,0,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o44010",274,969,7,0,1,0,0,0,3,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o23153",275,595,4,0,1,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o64893",275,981,6,0,0,0,1,0,0,0,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o12240",275,1064,6,0,0,0,1,0,1,0,1,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o83308",277,166,2,0,0,0,0,0,0,1,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o41668",277,398,2,0,0,1,0,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o78117",278,537,112,0,0,1,108,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89941",278,516,3,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o74178",280,177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o79494",281,368,2,0,0,0,0,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o67196",282,1696,6,0,0,0,1,0,0,1,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o90448",284,1009,3,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o41082",284,179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o10018",286,1300,5,0,1,0,1,0,0,0,1,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o76899",286,1008,3,1,0,0,0,0,0,0,1,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o67374",287,173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o90567",288,673,2,0,0,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o42981",288,166,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o90442",289,1169,5,1,0,0,0,0,0,0,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o78398",290,1162,2,0,0,0,0,0,0,1,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o70325",290,1450,5,0,0,0,1,0,0,1,0,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o25988",291,166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o3616",291,1095,3,0,0,0,1,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o42149",291,1527,4,0,0,0,0,0,0,1,0,1,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o10055",291,1275,4,0,0,0,0,0,0,0,1,1,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o74489",291,1438,4,0,0,1,0,0,0,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o9777",294,1064,4,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o60115",294,584,2,1,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o24189",296,636,3,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o39485",296,1333,8,1,0,1,1,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o48162",296,237,3,0,0,0,1,0,0,0,0,0,0,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o9912",296,1290,3145,0,0,0,2,0,2910,0,230,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o51227",297,498,2,1,0,0,0,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o26954",298,977,8,0,0,1,0,0,1,2,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o69909",298,675,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o44989",299,1001,3,0,0,0,0,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o79450",299,933,3,0,0,0,0,0,1,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o91099",300,1480,4,1,0,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o42519",300,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o26589",300,1253,7,0,0,0,2,0,1,0,2,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o81591",301,1225,4,0,1,0,0,0,0,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o53908",301,322,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o69188",301,753,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o47925",303,636,2,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o58631",303,606,3,1,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o71534",304,449,2,1,0,0,0,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o43970",305,1056,3,0,0,0,0,0,1,0,0,1,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o84027",305,896,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o63285",306,801,3,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o9948",306,1064,18,0,0,0,0,0,13,0,3,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o6242",307,1064,3,0,0,0,0,0,1,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o27845",308,1463,5,0,0,0,1,0,0,1,0,0,1,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o64742",308,166,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o76865",308,457,2,0,0,0,0,0,0,1,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83139",309,1165,4,0,0,1,0,0,0,0,1,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o72207",311,346,2,1,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o12345",311,555,2,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o17608",311,526,3,0,0,0,1,0,0,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o42299",312,637,2,0,0,0,0,0,1,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o27838",313,1697,5,0,0,0,1,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83739",313,877,3,0,0,0,1,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o61344",314,1474,3,0,0,0,0,0,1,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o91109",315,1213,5,0,1,0,0,0,1,0,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o89704",317,826,3,0,0,0,0,0,1,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o78110",317,1262,3,0,0,0,0,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o9909",318,1461,8,0,0,0,2,0,2,0,2,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o83695",319,1092,3,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o72587",319,1577,5,0,0,0,1,0,0,1,0,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o46999",320,529,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o25182",320,441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o21459",320,2053,7,0,0,0,1,0,0,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83693",320,650,2,0,0,0,1,0,0,0,0,0,0,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o6209",321,2033,4,0,0,0,0,0,0,1,1,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o62775",321,1261,3,0,0,0,0,0,1,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o73918",322,836,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o65371",323,1519,4,0,0,0,1,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o53905",323,863,3,1,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o40229",324,1224,4,0,0,0,2,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
