"objectId","inSize","outSize","totalTime","parsing","extractSchema","X2Full","X2Witness","notElim","merge1","groupize","separation","expansion","preparation","merge3","initGEnv","genWitness","genSuccess","noWitness","valid","X.iterations","cancelledAt","dateAndTime","timeout","git","machine"
"o72184",1612,6380,9,0,0,0,0,0,1,0,0,0,3,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o58463",1612,1399,4,0,0,0,1,0,0,0,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o14466",1612,6407,8,0,0,0,0,0,1,1,2,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o26966",1614,2734,3,0,0,0,1,0,0,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o64020",1616,4842,14,0,0,0,0,0,0,0,1,0,10,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o90831",1617,3663,7,0,0,0,0,0,1,0,0,0,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o5845",1619,4081,9,0,0,0,0,0,1,0,0,0,3,0,0,2,"True","False","True",2,NA,"",NA,"",""
"o32493",1622,4048,7,0,0,0,0,0,1,0,1,0,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o45769",1623,7130,9,0,0,0,0,0,1,1,1,0,3,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o44052",1623,5182,9,0,0,0,2,0,1,0,1,1,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o9371",1624,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o69729",1624,5957,12,0,1,0,0,0,1,1,1,0,4,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o60835",1624,3928,3,0,0,0,0,0,0,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o91129",1624,6044,9,0,0,0,0,0,0,1,0,0,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o13666",1624,13447,22,0,0,0,4,0,1,2,9,1,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o30029",1625,2633,10,0,0,0,1,0,3,1,0,0,3,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o9509",1627,4098,6,0,0,0,2,0,0,1,1,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o45264",1627,5631,8,1,0,0,0,0,0,1,0,0,2,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o43085",1628,5356,9,0,1,0,0,0,0,0,0,0,2,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o22092",1629,4916,17,0,0,0,8,0,1,1,1,0,4,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o54547",1630,7641,13,0,0,0,1,0,1,1,1,0,5,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o30466",1631,14205,24,0,0,1,2,0,1,2,8,0,2,2,1,0,"True","False","True",2,NA,"",NA,"",""
"o12971",1634,5406,9,1,0,0,2,0,1,0,1,1,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o13150",1634,3571,5,0,0,0,0,0,0,0,1,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o6181",1635,9265,19,1,0,0,2,0,4,1,4,0,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o44949",1636,8443,13,0,0,0,2,0,1,2,2,0,2,0,0,2,"True","False","True",2,NA,"",NA,"",""
"o85667",1640,3124,4,0,0,0,1,0,0,1,0,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o83272",1643,4308,12,0,0,0,0,0,5,1,2,0,2,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o65459",1645,3655,9,0,0,0,1,0,1,0,2,0,3,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o53607",1646,7430,16,0,0,0,2,0,0,1,5,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o6243",1646,5736,11,0,0,0,3,0,1,1,0,0,3,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o64781",1647,5033,6,0,0,0,1,0,0,1,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o67675",1647,4009,5,0,0,0,0,0,0,0,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o65382",1648,7918,9,0,0,1,0,0,0,1,1,1,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o79429",1648,7769,9,0,0,0,1,0,0,1,1,1,1,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o7276",1649,4689,7,0,1,0,1,0,0,1,1,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83705",1651,25307,84,0,0,0,7,0,10,10,29,1,2,19,1,0,"True","False","True",2,NA,"",NA,"",""
"o42515",1653,5090,11148,0,0,0,3,0,10555,1,584,1,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o90301",1653,7991,20,0,0,0,4,0,0,2,9,1,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o82642",1654,2175,5,0,0,1,2,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o90828",1654,3663,6,0,0,0,1,0,1,0,1,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o9408",1654,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o48419",1656,3695,7,0,0,0,2,0,1,0,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o69910",1656,4339,11,0,0,0,2,0,1,0,1,0,5,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o83722",1658,9491,10,0,0,0,1,0,1,1,2,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o39256",1661,6708,9,0,0,0,0,0,0,1,1,1,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o42223",1661,4078,9,0,0,0,1,0,0,0,1,0,3,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o51222",1662,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o82281",1663,7595,9,0,0,0,1,0,1,1,1,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o4254",1663,9420,12,0,0,0,0,0,1,1,1,0,4,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o76463",1665,10132,15,1,0,0,3,0,1,1,2,0,3,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o83078",1665,9106,13,0,0,0,3,0,0,1,3,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o30180",1665,4360,11,0,0,0,1,0,3,1,1,0,3,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o85252",1668,4119,5,0,0,0,0,0,1,0,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o73937",1669,5834,8,0,0,0,2,0,0,1,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o18353",1672,6658,11,0,0,0,1,0,1,1,1,0,4,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o5245",1674,2371,4,0,0,0,0,0,0,1,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o5195",1675,2857,7,0,0,0,3,0,1,0,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o68415",1676,3648,9,0,0,0,1,0,1,0,0,0,4,0,0,0,"True","False","True",3,NA,"",NA,"",""
"o1",1680,8336,12,0,0,0,2,0,0,1,1,0,2,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o9357",1680,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o44275",1682,3560,3,0,0,0,0,0,0,1,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o66280",1683,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o27017",1683,4549,8,0,0,0,2,0,1,1,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o26969",1684,3361,3,0,0,0,0,0,0,0,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o65751",1684,5213,7,1,0,0,0,0,1,0,1,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o21466",1684,5068,10,0,0,0,3,0,0,1,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o90352",1687,6027,10,0,0,0,2,0,1,1,1,0,2,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o5255",1688,4018,5,0,0,0,1,0,0,1,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o21471",1691,9395,17,0,0,0,4,0,0,1,5,0,1,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o83092",1691,3706,6,0,0,0,0,0,0,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o66297",1691,2174,5,0,0,0,2,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o375",1691,6896,8,0,0,0,1,0,0,1,1,0,0,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o54618",1691,11009,11,0,0,0,0,0,0,1,2,0,3,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o65706",1694,3875,8,0,0,0,2,0,1,1,2,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o1529",1698,3809,7,0,0,0,1,0,0,0,0,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o66587",1700,1261,3,0,0,0,0,0,0,0,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o74549",1702,5853,8,0,0,0,0,0,1,1,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o42283",1703,4723,6,0,0,0,2,0,0,1,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o25741",1704,652,2,0,0,0,0,0,0,0,0,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o33783",1704,5341,6,0,0,0,0,0,1,0,0,1,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o89230",1706,4483,10,0,0,0,3,0,0,1,2,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o17131",1708,3824,6,0,0,1,0,0,1,0,0,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o60118",1709,9250,16,0,0,0,0,0,2,1,1,0,6,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o46220",1709,5430,10,0,0,0,2,0,1,1,1,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o90264",1710,4459,8,1,0,0,1,0,0,0,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o90316",1710,1656,7,0,0,0,3,0,1,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o39435",1711,4753,7,0,0,0,2,0,0,1,1,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o90209",1712,6456,9,0,0,0,2,0,0,1,3,0,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o63945",1712,6815,12,0,0,0,3,0,1,1,1,0,3,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o36798",1712,7974,11,0,0,0,1,0,0,1,1,0,3,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o74593",1712,7590,11,0,0,1,1,0,0,1,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o66279",1713,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o45225",1715,7706,9,0,0,0,0,0,0,1,1,1,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o75613",1716,7306,9,0,0,0,1,0,0,1,2,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o76475",1716,9006,16,0,0,0,4,0,2,2,1,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o43993",1718,15477,35,0,0,0,7,0,4,2,13,0,3,2,1,0,"True","False","True",2,NA,"",NA,"",""
"o90391",1719,4161,12,0,0,0,2,0,1,1,1,0,3,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o32511",1719,5768,7,0,0,0,0,0,0,0,1,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o14485",1720,3023,7,1,0,0,0,0,1,0,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o9198",1721,4215,12,0,0,0,4,0,1,1,0,0,2,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o49496",1721,3035,4,0,0,0,1,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o17436",1723,2821,7,0,1,0,0,0,0,1,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o60848",1723,5260,9,0,0,0,1,0,4,1,1,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o67616",1724,2356,6,0,0,0,1,0,1,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o4837",1725,6175,7,0,0,0,1,0,0,1,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o67661",1725,2356,6,0,0,0,1,0,0,0,1,0,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o41699",1726,9022,12,0,0,0,0,0,0,2,2,0,2,0,1,2,"True","False","True",2,NA,"",NA,"",""
"o31936",1727,6906,15,0,0,0,1,0,5,1,1,0,4,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o69745",1729,13835,26,0,1,0,3,0,1,3,9,0,2,2,1,1,"True","False","True",2,NA,"",NA,"",""
"o10026",1730,6145,16,0,1,0,3,0,1,1,2,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o60375",1730,6665,8,0,0,0,1,0,0,1,1,0,3,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o46257",1730,3421,7,0,0,0,3,0,0,1,0,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o69757",1730,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o64613",1731,3118,8,0,0,0,0,0,0,1,0,0,6,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o61622",1733,2699,8,0,0,0,2,0,1,1,0,0,4,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o14410",1734,5874,30,0,0,0,14,0,2,2,1,0,2,1,1,0,"False","True","",2,NA,"",NA,"",""
"o68726",1734,4818,5,0,0,0,1,0,0,1,0,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o24463",1734,5227,13,0,0,0,1,0,2,1,1,0,3,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o74563",1734,5071,6,0,0,0,1,0,0,1,1,0,0,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o46408",1735,4580,7,0,0,0,2,0,1,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83702",1738,8035,11,0,0,1,2,0,1,1,0,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o65949",1739,10175,13,0,0,0,0,0,0,1,2,0,5,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o38619",1739,8862,17,0,0,0,2,0,0,1,4,0,6,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o45595",1742,288,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o38540",1743,5631,7,0,0,0,0,0,1,1,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o79519",1743,1723,6,0,0,0,2,0,0,1,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o25980",1745,6785,7,0,0,0,1,0,0,1,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o19155",1748,7568,12,0,0,0,3,0,1,1,2,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o69915",1750,5316,12,0,0,0,2,0,0,1,1,0,4,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o46394",1751,4479,8,0,0,1,1,0,0,0,1,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o79425",1752,6919,9,0,0,0,2,0,0,0,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o21114",1752,12492,31,0,0,0,8,0,1,1,10,0,4,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o61602",1756,2435,7,0,0,0,1,0,2,0,0,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o61594",1757,3190,8,0,0,0,1,0,0,0,1,0,4,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o23086",1757,7034,7,0,0,0,0,0,1,1,1,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o60852",1757,2441,4,0,0,0,0,0,1,0,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o21851",1758,12145,21,0,0,0,7,0,0,2,3,2,4,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o83293",1760,3718,5,0,0,0,0,0,0,0,1,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o78017",1761,5791,9,0,1,0,0,0,1,1,0,0,2,0,0,2,"True","False","True",2,NA,"",NA,"",""
"o4832",1764,5931,7,0,0,0,0,0,1,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o69631",1767,2436,9,0,0,0,3,0,1,1,0,0,3,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o27361",1767,9792,11,0,0,0,1,0,0,1,2,0,3,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o21492",1768,7362,18,0,0,0,4,0,0,1,1,1,9,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o2231",1769,3456,7,0,0,0,0,0,1,0,1,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o21469",1770,5711,11,0,0,0,3,0,0,1,1,1,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o14475",1770,5702,8,0,0,0,0,0,0,1,1,0,2,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o56171",1770,6647,8,0,0,0,0,0,0,1,1,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o83270",1771,3413,12,0,0,0,1,0,0,1,1,0,7,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o19087",1776,2464,7,0,0,1,2,0,1,1,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o21103",1776,1955,8,0,0,0,3,0,2,0,0,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o78960",1777,6564,10,0,0,0,1,0,1,1,3,0,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o84873",1778,7991,11,1,0,0,1,0,1,1,2,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o75602",1778,8961,13,0,0,0,0,0,1,2,2,0,4,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o6182",1778,9752,21,0,0,0,3,0,4,2,4,1,4,1,0,2,"True","False","True",2,NA,"",NA,"",""
"o83282",1778,4927,10,0,0,0,3,0,0,0,0,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o42456",1779,7052,10,0,0,0,0,0,0,2,1,1,1,0,0,2,"True","False","True",2,NA,"",NA,"",""
"o13135",1779,4563,11,0,0,0,3,0,1,1,2,0,1,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o5146",1780,4106,5,0,0,0,1,0,1,0,1,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o69850",1781,6276,9,1,0,0,0,0,1,1,2,1,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o22093",1782,3154,8,0,0,0,3,0,1,1,1,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o9405",1782,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o47106",1783,3785,8,0,0,0,2,0,1,0,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o82305",1783,21334,23,0,0,0,3,0,0,3,6,1,2,3,1,0,"True","False","True",2,NA,"",NA,"",""
"o54552",1784,7850,8,0,0,0,0,0,1,1,1,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o90268",1785,3935,6,0,0,0,1,0,0,1,1,0,1,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o68297",1787,2891,8,0,0,0,0,0,0,0,1,0,4,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o30651",1787,9115,23,0,0,1,1,0,0,1,4,1,7,2,1,0,"True","False","True",3,NA,"",NA,"",""
"o45189",1791,11076,13,0,0,0,1,0,2,1,2,1,4,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o83258",1793,3830,8,0,0,0,1,0,0,0,0,1,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o81686",1793,3436,9,0,0,0,3,0,1,0,1,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o45159",1795,8160,15,0,0,0,0,0,3,2,2,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o90830",1795,3663,28,0,0,17,1,0,2,1,1,0,5,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o7502",1797,4124,5,0,0,0,0,0,0,0,1,0,1,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o45596",1797,7124,38,0,0,0,1,0,13,2,1,1,15,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o45310",1798,6069,10,0,1,0,0,0,1,1,1,0,3,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o66157",1799,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o54550",1801,8849,12,0,0,0,1,0,1,4,2,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o58928",1801,5627,22,0,0,0,6,0,0,2,1,0,6,0,1,4,"True","False","True",2,NA,"",NA,"",""
"o4836",1802,5292,6,0,0,0,0,0,1,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o70468",1802,5245,9,0,0,0,3,0,1,1,1,0,1,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o25804",1803,1828,6,0,0,0,1,0,0,1,0,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o17132",1805,2275,17,0,0,0,9,0,1,1,0,0,5,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o43042",1805,4779,10,0,0,0,2,0,0,1,1,0,2,0,2,2,"True","False","True",2,NA,"",NA,"",""
"o1262",1806,8517,12,0,0,0,0,0,0,2,1,0,2,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o17121",1807,5191,10,0,0,0,1,0,0,0,1,0,4,0,0,2,"True","False","True",2,NA,"",NA,"",""
"o9886",1808,8437,17,0,0,0,4,0,2,1,3,0,2,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o9798",1809,11768,60,0,0,1,14,0,17,2,16,0,3,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o60866",1809,3621,8,0,0,0,2,0,1,1,0,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o75096",1809,12222,35,0,1,0,1,0,0,2,4,1,16,1,1,1,"True","False","True",3,NA,"",NA,"",""
"o42171",1809,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o82296",1810,4568,9,0,0,0,4,0,0,0,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o42529",1810,4473,12,0,0,0,4,0,1,1,2,0,1,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o38553",1812,1457,3,0,0,0,0,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o71413",1813,1879,4,0,0,0,0,0,0,0,0,0,0,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o78137",1818,5069,8,0,0,0,0,0,2,1,1,0,3,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o38444",1818,8848,10,0,0,0,1,0,0,2,3,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o5214",1819,2801,3,0,0,0,0,0,1,0,0,1,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o36073",1820,6563,12,0,0,0,4,0,1,1,1,0,3,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o10013",1820,8531,28,0,0,0,5,0,2,1,2,0,9,0,1,1,"True","False","True",3,NA,"",NA,"",""
"o62016",1821,4240,5,0,0,0,0,0,1,0,1,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o45184",1821,10332,13,0,0,0,1,0,1,2,1,0,4,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o14412",1823,5248,10,0,0,0,2,0,0,1,1,0,3,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o90608",1823,6993,10,0,1,0,2,0,1,1,1,0,2,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o59666",1826,6825,9,0,0,1,0,0,0,1,1,0,2,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o45405",1829,2857,7,0,0,0,2,0,1,0,1,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o89504",1830,9343,12,0,0,0,0,0,0,2,1,1,3,1,0,2,"True","False","True",2,NA,"",NA,"",""
"o90072",1831,8143,27,0,0,0,6,0,1,1,9,0,2,2,1,1,"True","False","True",2,NA,"",NA,"",""
"o16434",1832,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"True","False","True",2,NA,"",NA,"",""
"o73996",1832,1901,4,0,0,0,0,0,1,0,0,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o21095",1835,6020,21,0,0,0,2,0,7,1,1,0,7,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o33966",1836,2428,5,0,0,0,0,0,2,0,1,0,1,1,0,0,"True","False","True",2,NA,"",NA,"",""
"o3454",1840,4436,11,0,0,0,3,0,1,1,1,0,2,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o90728",1841,6641,9,1,0,0,0,0,0,1,1,0,2,1,1,1,"True","False","True",2,NA,"",NA,"",""
"o64888",1841,1482,4,0,0,0,0,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o74562",1842,4709,6,0,0,0,1,0,0,1,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o58612",1842,6606,11,0,0,0,1,0,2,1,1,0,3,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o20254",1842,2985,7,0,0,0,1,0,1,0,1,0,2,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o68301",1845,3136,7,1,0,0,0,0,1,1,1,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o81742",1847,15492,21,0,0,0,2,0,1,2,6,1,4,2,1,0,"True","False","True",2,NA,"",NA,"",""
"o58445",1848,7900,16,0,0,0,6,0,1,1,2,0,2,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o67500",1848,2971,9,0,0,0,4,0,1,1,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o72189",1849,4141,9,0,0,0,3,0,1,0,1,0,2,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o9813",1853,10170,3183,0,0,0,8,0,2916,1,251,0,2,1,0,1,"True","False","True",2,NA,"",NA,"",""
"o58602",1853,4456,7,0,0,0,0,0,1,1,1,0,2,1,1,0,"True","False","True",2,NA,"",NA,"",""
"o67146",1856,4199,9,0,0,0,0,0,0,1,0,0,5,0,1,1,"True","False","True",2,NA,"",NA,"",""
"o69218",1857,2875,4,0,0,0,1,0,0,0,0,0,1,0,1,0,"True","False","True",2,NA,"",NA,"",""
"o83393",1858,6313,11,0,0,0,1,0,1,1,1,1,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o4264",1860,8895,23,0,0,0,1,0,5,1,0,1,10,0,1,2,"True","False","True",2,NA,"",NA,"",""
"o12625",1861,4975,12,0,0,0,2,0,1,1,0,0,3,0,0,1,"True","False","True",2,NA,"",NA,"",""
"o5163",1863,2205,5,0,0,0,1,0,1,0,0,0,1,0,0,1,"True","False","True",2,NA,"",NA,"",""
