objectId,inSize,outSize,totalTime,parsing,extractSchema,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,merge3,initGEnv,genWitness,genSuccess,noWitness,valid,#iterations,cancelledAt,dateAndTime,timeout,git,machine
wp_87_Normalized,117,166,567,33,398,3,14,0,0,5,0,1,2,0,61,6,True,False,True,2,,07072022_190825,0.0,e7a53cdb3acae12ee90a7c50b32e6f33c4c3a562,pcattouche
wp_86_Normalized,118,166,5,1,0,0,0,0,0,1,0,0,1,0,1,1,True,False,True,2,,,,,
wp_82_Normalized,133,166,4,0,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,2,,,,,
wp_59_Normalized,133,230,9,1,0,0,2,0,1,1,0,0,0,0,2,0,True,False,True,2,,,,,
wp_61_Normalized,145,166,4,0,0,0,1,0,0,0,0,0,1,0,1,1,True,False,True,2,,,,,
wp_60_Normalized,147,166,4,1,0,0,0,0,0,0,0,0,0,0,1,1,True,False,True,2,,,,,
wp_66_Normalized,154,166,3,0,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,2,,,,,
wp_90_Normalized,154,166,3,0,0,0,0,0,0,1,0,0,0,0,1,1,True,False,True,2,,,,,
wp_95_Normalized,159,196,26,1,0,0,3,0,1,1,0,0,2,0,8,4,True,False,True,2,,,,,
wp_69_Normalized,163,166,3,0,0,0,0,0,1,0,0,0,0,0,1,1,True,False,True,2,,,,,
wp_36_Normalized,164,196,5,0,1,0,1,0,1,0,0,0,1,0,1,0,True,False,True,2,,,,,
wp_70_Normalized,171,166,3,0,0,0,0,0,0,0,0,0,0,0,1,1,True,False,True,2,,,,,
wp_71_Normalized,180,166,3,0,0,0,1,0,0,0,0,0,0,1,0,0,True,False,True,2,,,,,
wp_39_Normalized,196,166,2,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,True,2,,,,,
wp_44_Normalized,196,433,36,0,1,0,1,0,7,1,3,2,1,0,17,1,True,False,True,2,,,,,
wp_56_Normalized,206,166,3,0,0,0,0,0,0,1,0,0,0,0,1,1,True,False,True,2,,,,,
wp_108_Normalized,217,756,20,0,0,1,1,0,0,1,1,0,4,0,6,0,True,False,True,2,,,,,
wp_50_Normalized,225,166,3,1,0,0,0,0,0,0,0,0,1,0,1,0,True,False,True,2,,,,,
wp_40_Normalized,242,166,2,0,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,2,,,,,
wp_46_Normalized,244,811,16,0,0,9,1,0,1,1,1,0,0,0,2,0,True,False,True,2,,,,,
wp_52_Normalized,253,166,2,0,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,2,,,,,
wp_64_Normalized,256,706,10,0,0,0,1,0,0,1,1,0,4,0,1,1,True,False,True,2,,,,,
wp_97_Normalized,283,240,2,0,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,2,,,,,
wp_92_Normalized,290,166,2,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,True,2,,,,,
wp_38_Normalized,293,647,5,0,0,0,1,0,0,1,0,1,0,0,1,0,True,False,True,2,,,,,
wp_99_Normalized,316,166,2,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,True,2,,,,,
wp_101_Normalized,329,166,2,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,True,2,,,,,
wp_43_Normalized,334,166,2,0,0,0,1,0,0,0,0,0,0,0,1,0,True,False,True,2,,,,,
wp_88_Normalized,360,1548,11,0,0,0,1,0,1,1,1,0,1,0,1,1,True,False,True,2,,,,,
wp_67_Normalized,373,166,2,0,0,0,0,0,0,0,0,1,0,0,0,1,True,False,True,2,,,,,
wp_41_Normalized,401,821,6,0,0,0,1,0,0,1,1,0,1,0,2,0,True,False,True,2,,,,,
wp_42_Normalized,500,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,2,,,,,
wp_54_Normalized,549,742,11,1,0,0,0,0,0,0,0,0,6,1,1,0,True,False,True,2,,,,,
wp_62_Normalized,571,988,16,0,0,0,1,0,1,1,1,0,2,0,1,8,True,False,True,2,,,,,
wp_77_Normalized,579,504,4,0,0,0,1,0,0,1,0,0,0,1,1,0,True,False,True,2,,,,,
wp_91_Normalized,627,1364,12,0,0,1,1,0,0,1,0,3,1,0,1,2,True,False,True,2,,,,,
wp_55_Normalized,634,1364,8,0,0,0,0,0,0,1,0,1,1,0,1,1,True,False,True,2,,,,,
wp_93_Normalized,640,724,9,0,0,1,0,0,0,1,0,1,4,0,0,0,True,False,True,2,,,,,
wp_58_Normalized,642,2600,18,0,1,0,1,0,0,1,3,1,2,1,3,0,True,False,True,2,,,,,
wp_65_Normalized,659,1364,8,0,0,0,1,0,1,1,0,1,1,0,1,1,True,False,True,2,,,,,
wp_106_Normalized,680,1201,10,0,0,0,2,0,1,1,1,0,1,0,1,2,True,False,True,2,,,,,
wp_49_Normalized,753,1759,11,0,0,0,1,0,0,1,1,0,5,0,1,0,True,False,True,2,,,,,
wp_120_Normalized,808,1607,13,0,0,0,2,0,1,2,0,0,2,1,1,2,True,False,True,2,,,,,
wp_109_Normalized,832,1849,16,0,0,0,3,0,0,1,1,0,3,0,3,2,True,False,True,2,,,,,
wp_72_Normalized,858,975,5,0,0,0,1,0,0,1,0,0,1,0,1,0,True,False,True,2,,,,,
